temperature,humidity,moisture,nitrogen,potassium,phosphorus,label
32.1,43.2,67.8,90.7,75.6,20.3,Diseased
23.2,76.6,37,74.3,40.4,48.2,Healthy
24.8,47,32.3,65.4,72.6,44,Healthy
38.1,77.6,24.7,49.8,43.8,13.1,Diseased
21.2,41.2,37.1,31.9,60.3,14.5,Healthy
30.8,42,35.5,63.3,32.8,18.2,Healthy
29.4,62.8,36.3,32.1,17.1,12,Diseased
37.2,49.5,25.1,92,42.8,12.9,Diseased
22.6,63,26.1,51.4,10.1,33.6,Diseased
31.1,76.8,55.3,76,13.6,33.5,Diseased
25.5,64.4,39.7,77.6,13.3,18.1,Diseased
29.8,67.4,53.3,76.8,69.4,28.4,Healthy
25.8,63.8,39.5,94.7,20.9,9.3,Diseased
29.1,54.4,59.3,69.3,72.9,40.9,Healthy
34.4,85.6,30.8,68.8,74.2,12.9,Healthy
34.3,85.3,22,98.5,58,22.3,Diseased
34.2,52.2,61.1,95,64.8,45.9,Diseased
33.1,68.5,29.8,48.1,22.7,11.6,Diseased
23.6,45.8,25.4,76.4,41.6,43.9,Diseased
21.2,41.2,27,75.9,66.3,22.8,Diseased
24.5,48.6,48,17.8,10.1,23.3,Diseased
20.3,83.6,38.5,10.9,45.7,15,Diseased
31.8,70.1,51.8,62,49.1,16.8,Healthy
35,47.8,31.1,18.9,53,32.9,Diseased
33.4,52.4,26.1,34.8,39.7,11.3,Diseased
23.6,87.2,43.5,28.9,22,48.2,Diseased
21.4,84.2,52.4,50.6,65.8,32.7,Healthy
36.2,52.6,32.3,24.4,68.5,46.3,Diseased
28.4,62.6,30.2,98.9,23.6,8.2,Diseased
31.2,88.1,52.5,51.3,73.6,43.2,Healthy
25.2,51,47.8,40.8,23.8,10.9,Healthy
37.4,72.8,44.3,95.9,54.2,7.1,Diseased
32.9,44.6,68.9,34.2,39.6,13,Diseased
26.2,71.6,20,34.7,12,41.8,Diseased
37.4,85.4,61,62.6,76.9,46.5,Diseased
25.7,66,48,65.9,72.4,22.9,Healthy
32.3,49.4,45.9,70.9,33.7,13.6,Healthy
25.6,40.3,50.4,43.6,32.9,48.9,Healthy
20.5,64.5,31.7,77.6,26.6,7.2,Diseased
21.2,80.6,43.2,51.5,57.9,43.1,Healthy
34.3,78.1,49.1,10.1,25.2,46.2,Diseased
21.1,52.4,65.7,47.9,52.9,44.5,Diseased
32.9,70.4,26.6,55.9,61.2,39.2,Diseased
29.2,77.8,68.3,13.6,76.8,48,Diseased
33.9,45.5,43.9,58.5,50.3,48.6,Healthy
28.4,63.8,40.6,59.9,69.3,34,Healthy
38.4,79.4,55.6,36.7,48.5,36.5,Healthy
31.3,83,58.2,24.1,33.7,6.1,Diseased
21.1,77.9,57.6,26.5,77.3,5.3,Diseased
37.6,53.3,28.7,36.1,24.1,35.5,Diseased
20.7,73.5,40.1,62.9,58.8,40.8,Healthy
33.5,59.9,32.1,57.1,50.8,16.5,Healthy
35.1,64.3,27.4,27.3,57.6,10.3,Diseased
27.4,77.4,28.1,67,46,47,Diseased
22.9,56.4,28.4,79.7,71.5,20.1,Diseased
26.7,72.1,61.6,35.4,23.5,27.1,Diseased
35.2,60.7,57.8,66.8,28.8,36.5,Healthy
24.6,69.1,31.3,48.6,74.7,8.6,Diseased
37.3,75.1,57,64.3,37.6,37.7,Healthy
22.5,85.5,49.5,50.8,30.4,7.3,Diseased
35.2,63.2,27.5,41.9,27.8,41.8,Diseased
36.1,60.7,53.8,31.3,35.6,39.9,Healthy
30.4,86.4,24.3,88.1,78.7,25.7,Diseased
23.7,87.3,61.9,30.8,30.1,12.9,Diseased
28.1,50.2,65.3,73.4,10.7,48.2,Diseased
20.8,70.2,46.5,73.3,33.6,21.1,Healthy
29.7,87.1,20.8,38,76.2,30.4,Diseased
26.8,69.7,20.1,26.1,54.6,16.5,Diseased
36.1,58.7,23.4,22.7,55.1,14.2,Diseased
36.9,73.5,27.1,96.4,54.6,36.5,Diseased
32.9,49.4,37.3,20.9,79.9,19.5,Diseased
37.9,51.7,39.8,15.6,69.5,31.1,Diseased
34.9,83,26.1,48.8,76.2,13.2,Diseased
38,73.8,40.4,73.9,45.4,44.1,Healthy
27,76.1,64.9,64.2,10.9,27.9,Diseased
27.9,44.4,22.5,59.6,63,37.6,Diseased
30.1,61.8,65,79.2,38.4,28.4,Diseased
39,43.9,25.3,20.2,20.2,27.7,Diseased
25.6,48.7,48.6,35.6,54.7,7.9,Diseased
35.8,65.9,59.7,58.3,36.8,24.6,Healthy
32.6,61,26.7,62.9,24.6,8.3,Diseased
37,45.9,48.7,24.2,50.8,48.2,Diseased
29.5,85,28.3,46.8,38,32.7,Diseased
31.6,64.7,60.3,92,55.2,41.6,Diseased
20.5,70.1,31.7,28.7,10.5,40.1,Diseased
35.1,67.2,45,66.9,66.4,30.6,Healthy
22.1,82.6,57.1,61.1,23.2,47,Healthy
36.8,81.4,30.6,74.3,45.4,42.2,Healthy
25.9,47.9,44.3,70,42.7,13.5,Healthy
36.4,71.8,27.6,36.8,11.3,15.8,Diseased
36.4,40.8,61.8,60.2,62.3,41,Diseased
39.7,65.9,40.2,44.4,70.9,16,Healthy
24.9,54.1,42.2,87.8,40.9,24.4,Healthy
24.3,58.1,57.9,26.2,73.3,48.5,Diseased
29.2,79.1,54.4,48.3,14.5,23.7,Diseased
25.4,61.4,34.6,14.4,78.2,20.5,Diseased
33.7,51.4,20.9,62.6,54.6,41,Diseased
30.3,66.1,69.3,89.9,68.1,10.6,Diseased
25.4,54,47.9,14.8,26.1,24.1,Diseased
22.8,69.2,31.6,34.1,57.9,19.1,Healthy
39.1,73.5,37,25.4,51.1,28.5,Diseased
23.6,88,20.5,38.8,46.7,19.9,Diseased
26.5,66.3,28.6,23,32.1,24,Diseased
25.6,59.2,24,57,25.1,21.4,Diseased
22.4,50.9,56.6,75,60.1,24,Healthy
36.3,72.5,34.4,90.7,24.8,26,Healthy
32.9,73.5,32.3,93.2,62.2,5.6,Diseased
23.1,75.3,66.2,63.8,70.5,24.4,Diseased
29.9,65,66.6,31.3,46.6,40.5,Diseased
22.5,65.8,29.9,81,20.8,32.2,Diseased
32.5,67.3,47.1,99.6,58.6,38,Healthy
25.4,64.1,52.6,43.1,70.1,19.8,Healthy
26.4,55.8,65,89.1,57.7,35.3,Diseased
24.6,63.6,46.8,57.1,62,8.8,Diseased
21.2,57.8,32.4,87.4,42.3,35.9,Healthy
37.6,56.6,36.6,96.4,10.6,32,Diseased
33.5,83.8,37.5,48.3,68.1,27.5,Healthy
30.2,65.5,54.7,36.6,74.2,23.1,Healthy
20.8,53.6,58.2,98.2,41.7,24.3,Healthy
39.5,51.6,64.6,80.5,15.8,42.1,Diseased
31.3,43.3,64.4,21.5,62.1,39.1,Diseased
26,83.2,36.8,84.7,27.2,31.3,Healthy
33,88.2,67.9,22.2,40.9,17.9,Diseased
33.9,61.6,22.4,28,44.4,45.5,Diseased
29.3,48.5,34.6,35.4,35.1,34.3,Healthy
31.7,40.4,63.1,88.9,65.1,37.7,Diseased
27.7,64,67.6,74.3,79.6,31.6,Diseased
36.5,49.3,51,54.9,69.2,10.7,Healthy
28.7,58.7,69.3,87.9,13.1,27.3,Diseased
31.2,75.3,29.1,26.7,44.7,41.1,Diseased
33.7,68.8,34,21.1,48.7,7.2,Diseased
33.2,45.9,35,48.9,44.6,13.4,Healthy
23.7,41.6,69.9,30,65.2,17.6,Diseased
36.3,53.7,54.3,92.4,54.1,29,Healthy
25.1,48,68.7,42.3,53.5,16.7,Diseased
34.4,78.3,24.6,16.6,77.1,7,Diseased
22.6,70.3,56.5,32.2,55.3,42.5,Healthy
37.2,60.5,45,60.7,41.9,17.7,Healthy
26.9,64.3,68.7,48.8,70.6,22.1,Diseased
29,43.6,24.1,73.6,18.1,45.3,Diseased
34,48.4,37.8,20.2,61.2,45,Diseased
34.2,47.9,28.3,33.9,41.3,46.7,Diseased
24.1,44.3,24.3,57.7,33.6,38.1,Diseased
23.2,77.6,44,18.6,21.8,45.6,Diseased
25.3,44.1,27.7,76.6,70.3,49.5,Diseased
27.8,59.1,42.7,38.2,74.3,32.8,Healthy
22.4,74.9,44.2,19.8,56.7,31,Diseased
21.9,89.7,25.7,29.8,73.1,24.1,Diseased
34.3,75.9,57.2,33.5,33.4,28,Healthy
36.7,54.4,58.9,82.6,70.5,37.8,Healthy
39.2,48.9,56.3,74.6,36.8,10.3,Healthy
36.9,69.4,29.5,17.9,37.6,41.9,Diseased
38.6,46.8,50.4,68.6,31.3,13.2,Healthy
28.2,76,47.9,26.3,13.6,39.3,Diseased
30.5,70,68.8,47.7,49.7,24.5,Diseased
37.8,81.9,34,13.6,39.6,11.5,Diseased
36.5,51,29.7,86.9,74,13.6,Diseased
31.6,43.2,40.3,75.1,58,41.2,Healthy
35,48.5,58.1,29.8,11.2,45.1,Diseased
27.4,73.2,49.4,32.2,65.3,32,Healthy
36.4,61.8,54,24.1,70.2,47.9,Diseased
28.9,60.5,20.7,93.5,61.1,21,Diseased
36.1,80.9,33.7,72.1,59.2,27.2,Healthy
32.7,74.6,20,58.9,65.3,11.5,Diseased
33.9,65.5,44.3,98.4,31.4,15.3,Healthy
20.1,75.9,64.3,52.5,25.8,10.9,Diseased
32.3,64.9,63.4,36.8,51.7,36.8,Diseased
35.6,63.9,56.4,13.9,52.6,44.7,Diseased
28,55.2,53.2,99.4,63,48.3,Healthy
25.8,60.3,35.1,35.4,72.6,6,Diseased
27.7,59.3,51.8,90,40.9,47.4,Healthy
20.8,47.1,21.4,15.3,67.5,26.8,Diseased
30,77.4,59.2,44.3,69.2,23.1,Healthy
33.7,66.9,56.5,75.7,65,49.8,Healthy
36.6,49.1,58,15.3,30.4,22.5,Diseased
26.7,82,26.3,90.9,40.2,26,Diseased
35.1,86.5,70,61.2,48.7,17.3,Diseased
23.8,42,56,66.5,62.1,7.4,Diseased
27.1,40.3,32.3,72.4,18.2,18.1,Diseased
38.7,89.1,69.5,13.5,28.4,24.7,Diseased
34.6,82.5,44.9,39.5,47.2,23.8,Healthy
21.1,61,64,38.1,50.3,14.3,Diseased
32,83.8,64.3,95.7,61.5,45.7,Diseased
35.5,55,38.9,44.6,30.5,47.9,Healthy
35.8,76.7,26.1,54.5,48.7,48,Diseased
30.3,64.8,46.4,23.8,30.9,34.5,Diseased
24,49.7,28,68.2,38.1,44.4,Diseased
26.1,84.7,60.6,94.6,53.1,37.9,Diseased
26.9,87.3,42.8,79.2,48.2,9.8,Diseased
28.3,83.8,30.3,67.7,73.1,48,Healthy
22.2,66.9,34.8,45.4,28.1,24.3,Healthy
35.5,65.6,45.5,71.1,72.5,37.4,Healthy
23.6,62.6,68.9,31.3,40.7,38.1,Diseased
36.2,62.4,69,11.2,43.1,33.2,Diseased
25.1,57.6,42.6,11.4,51.9,13.7,Diseased
23.2,80.7,50.5,12.3,31,16.9,Diseased
35.4,80.1,33.9,90.7,16.8,23.4,Diseased
28.1,88.3,46.1,40.5,13.9,12.8,Diseased
21.4,63.1,54.3,27.5,62.1,20.6,Diseased
20.1,72.6,20.6,82.4,11.6,26.1,Diseased
25.6,58.3,42.5,72.5,59.6,42.6,Healthy
34.2,71.1,51.1,26.7,51.4,27.1,Diseased
34.4,87.6,60.3,96.2,70.5,12.8,Diseased
39.2,81,43.1,59.6,17.1,22.1,Diseased
22.2,68.2,26.9,77.6,75,20.7,Diseased
22,54.7,58.8,82.3,17.6,15.8,Diseased
37.6,43.8,50.9,40.8,45,21.3,Healthy
26.8,82.1,54.5,52.9,37.4,47.8,Healthy
33.8,48.5,60.1,13.3,59.4,13.2,Diseased
33.3,88.7,26.4,75.4,46.9,49.3,Diseased
38.8,69.8,32.6,16.3,17.5,39.5,Diseased
31.5,59.1,43.8,77.3,57.5,6.5,Diseased
22.6,88.5,67.1,35.2,74.2,22.8,Diseased
34.2,71.5,33.1,15.5,31,38.6,Diseased
26.2,69.2,58.2,20.5,59.5,45.4,Diseased
30.2,75.9,58.5,27.7,26.3,35.4,Diseased
29.9,89.8,26.7,81,65.1,18,Diseased
31.8,87.5,35.9,10.7,45.5,41.4,Diseased
33.7,87.9,60.3,95.1,43.3,33.1,Diseased
26.9,81.7,38.5,12.9,76.5,14.7,Diseased
38.7,54.9,48.9,44,34.8,33.2,Healthy
35.2,85,46.9,73.8,41.1,43.5,Healthy
30,45.2,45.4,18.8,60.6,22.1,Diseased
32,89.6,57.9,45.1,21.8,21.6,Healthy
20.9,45.3,55.1,38.8,72.6,42.6,Healthy
22.2,71.2,67.8,46.7,24.4,48.7,Diseased
20.7,54.7,54.7,23.7,68.9,43.2,Diseased
22.2,57.8,40.1,96.3,48.7,49,Healthy
24.9,55.3,44.6,12.8,43.1,18.5,Diseased
20.8,44.6,58.3,19.9,65.9,28.3,Diseased
33,84.4,34.7,37.4,62.6,23.1,Healthy
32.5,73.3,28.5,21.9,36,6.1,Diseased
26.2,71.5,67.4,45.5,34,38.8,Diseased
36.1,56.3,35.3,13.3,45.1,45.5,Diseased
22.7,70.9,45.4,65.1,57.6,44.4,Healthy
34.3,73.5,21.2,92.7,50.5,44.5,Diseased
23.6,57.2,27.9,94.4,68.7,9.4,Diseased
23.1,52.9,46.4,82.4,61.4,14.3,Healthy
37.3,45.9,54.9,16.9,72.8,25.8,Diseased
39.3,74.9,34,82.7,46.2,49.8,Healthy
27.2,63.3,61.9,38.3,15.8,46.1,Diseased
20.8,60.9,45.4,40.1,33.4,19.7,Healthy
36.6,66.9,45,68.3,52.2,40.9,Healthy
20.1,51.2,66.6,85.2,31.8,20,Diseased
36.6,72.4,33.1,75.4,55.5,21.2,Healthy
35.6,80.3,26.2,81.2,10,43.3,Diseased
39.3,63.1,29,45,67,34.5,Diseased
36.4,52.1,52,64.1,23.1,17.3,Healthy
38.4,48.2,51.2,83.5,35.5,42.4,Healthy
35.5,81.1,50.7,21,64.8,28.6,Diseased
22.9,78.7,38.1,71.9,79.7,24.5,Healthy
24,69.3,27,78.3,71.9,11.4,Diseased
39.4,77.4,27.1,92.4,60.3,8,Diseased
34.2,77.7,27.1,46.8,68.4,35.4,Diseased
34.3,50.8,41.1,24,23.9,33.1,Diseased
21.6,86.3,69.4,57.6,78.8,43.9,Diseased
28.6,88.3,48.3,43.6,75.4,13.2,Healthy
25.8,65.2,50.7,63.8,19.6,17.7,Diseased
34.2,55.7,48.3,18.3,16.6,40.6,Diseased
27.8,48.5,35.9,59.9,73.7,44.8,Healthy
24.6,49.7,63.2,65.3,22,9.9,Diseased
34.9,47.8,21.3,96.8,26.1,48.4,Diseased
31.3,66.8,34.6,11.6,77.8,18.3,Diseased
32,54.8,65.8,26.3,79.7,29.6,Diseased
24.5,71.5,23.4,37.6,36.3,47,Diseased
38.7,78.5,48.4,66.9,33.9,12.6,Healthy
21.3,68.6,38.1,30.3,72.1,19.8,Healthy
26.8,47.3,22.8,79.1,77.5,7.5,Diseased
21.6,54,68.8,58.1,55.9,22.9,Diseased
21,50.9,40.5,13.4,13.6,23.2,Diseased
24.4,52.5,64.8,28.4,32.1,26.3,Diseased
21.7,47.3,32.5,96.3,24.5,40.1,Healthy
26.4,82.4,66.2,32.4,76.2,16.6,Diseased
34.2,79.7,50.8,63.6,70.3,11.9,Healthy
36.9,68,62.1,79.9,72.7,35.2,Diseased
32.5,69.8,51.2,69.1,20.2,24.9,Healthy
32.1,65.8,35.5,22.1,69.3,10.6,Diseased
35.8,88.7,49.1,24.8,78.5,20.2,Diseased
25.4,66.7,59.3,19.2,38.6,8.9,Diseased
29.3,71.2,46.7,35.5,30.1,7.1,Diseased
22.2,43.4,31.1,87.9,77.4,21.2,Healthy
23.5,72.3,46.7,12.5,47.3,13.7,Diseased
39.6,44.4,38.5,84,50.9,30.1,Healthy
32.4,88,59.2,67.5,40,21.7,Healthy
39.6,65.4,44.3,40.7,51.1,20.1,Healthy
22.3,81,62.1,69,63,25.8,Diseased
21.3,73.1,69.3,43.5,68.1,18.5,Diseased
33.7,87.1,65.7,24.9,36.4,29.3,Diseased
32.2,48.4,68.5,94.3,74.4,38.8,Diseased
39.7,68.7,47.7,44.1,74.8,28,Healthy
21.7,76.7,63,30,55.1,43.3,Diseased
34.4,81.3,62.3,80.6,64.5,35.7,Diseased
27,76.9,54.2,61,17.5,12.2,Diseased
36.5,84.3,34.9,64.1,45.3,35.3,Healthy
28.5,61.7,65.3,38.9,36.6,35.5,Diseased
38.6,55.8,62.4,61,16.3,21.2,Diseased
26,53.7,33,18.5,14.9,20.7,Diseased
33.3,43.5,58.9,98.8,37.8,39.5,Healthy
20.9,46.1,31.2,60.7,72.6,8.4,Diseased
28.9,50,45.4,97.6,28.9,42.9,Healthy
23.1,62,50.8,49.4,40.8,35.7,Healthy
32.3,76.1,30.5,79.2,37.9,22.5,Healthy
28.4,71,55.6,12,35.2,17.6,Diseased
20.1,85.3,57.6,45.8,78.1,49.2,Healthy
27.2,83.1,61,50.2,23.2,5,Diseased
31,67.4,55.6,76.5,11,39.2,Diseased
25.2,69.5,48.5,25.7,37.3,25.6,Diseased
34.9,76.4,27,46.7,34.7,11.4,Diseased
32.8,57.1,35.3,47.6,44.4,22.6,Healthy
21.5,57.8,24.3,53.4,75.6,34.6,Diseased
28.7,59.6,41.9,46.6,32.6,33.8,Healthy
37.5,86.1,21.5,24,62.4,47.9,Diseased
39.6,54.8,54.8,16.2,58.7,34,Diseased
36.3,78.7,63,61.3,17.5,6.1,Diseased
24.3,52.5,31.4,96.5,12.1,18.4,Diseased
34.8,57.8,43.9,25.3,67.1,29.6,Diseased
20.9,56.2,40.6,38.5,66.7,30.2,Healthy
21.6,59.7,42.5,69.7,30.7,19.9,Healthy
38,77.4,56,26.9,76.1,37.9,Diseased
20.4,82,50.7,85,63.4,14.3,Healthy
24.3,82.1,65.3,71.2,25.2,8.5,Diseased
29.6,40.6,54,79.9,42.9,21.5,Healthy
35.4,85.2,27.7,82.1,29.6,23.5,Diseased
36.9,75.6,61.8,78.8,70.5,22.3,Diseased
30.9,68.6,33.8,52.5,19.2,10.3,Diseased
36.4,74.7,54.7,10.3,52.9,40.1,Diseased
38.5,64.1,20.3,60.6,40.3,49.8,Diseased
20.9,63.7,33.9,12.1,63.1,39.8,Diseased
37.5,90,36.6,34.9,20.5,40.8,Healthy
38.4,83.9,25.1,79.2,68.3,33.3,Diseased
24.3,49.6,48.7,50.5,64.1,9.3,Diseased
24.6,84.8,44.8,34.4,30.6,12.6,Healthy
39.2,53.5,45.6,27.3,68.5,28.3,Diseased
30.2,77.3,28.1,99.1,18.5,33.7,Diseased
38.1,69.8,28.7,78.4,27,44.4,Diseased
22.6,42.6,47.6,98,47.7,45.7,Healthy
37.1,84.5,47.2,95.5,24.6,5.6,Diseased
24.3,87.7,33.3,87.8,61.9,16.5,Healthy
38,65.4,40,94.9,35.7,43,Healthy
30.7,67.5,25,31.2,30.6,40.2,Diseased
21.6,76.1,28.1,54.3,10.8,47.4,Diseased
33.4,47.8,29.2,65.9,62.8,37.7,Diseased
21.8,50.5,34.4,86.3,54,36.5,Healthy
39,67.1,69.3,36.1,52.2,32,Diseased
23.9,41.5,63,37.6,68.6,39.3,Diseased
21.4,44.8,50.2,17.1,19.2,33.1,Diseased
31.7,42.4,45.3,53.4,42.9,28.2,Healthy
25.8,57.2,52.3,14.5,24,22.3,Diseased
36.5,79.6,25.5,56.1,74.2,9.3,Diseased
32.5,61.2,54.8,13,53,47.8,Diseased
22.8,64.9,69.7,99.2,15.5,42.9,Diseased
27.9,61.4,40.3,22.6,25.9,7.7,Diseased
30.9,79.1,21.8,28.9,69.6,17.2,Diseased
28.5,43.4,20.6,13.4,22.8,24.9,Diseased
24.6,79.3,33.6,68,30.7,33.6,Healthy
30.4,50.7,51.8,63.3,45.8,47,Healthy
22.9,59.5,49.2,52.5,31.2,33.6,Healthy
27,68.6,63.6,69.3,18.9,19.2,Diseased
31.3,47.7,30.8,15,42.5,21.1,Diseased
39.9,89.5,47.8,57.3,77.7,34,Healthy
29.1,46.4,20.6,89,53.9,8.4,Diseased
22.3,46.3,26.8,58.7,67.4,25.5,Diseased
37.8,63.2,29.1,49.6,50.1,6.6,Diseased
34.1,47.5,52.4,65.1,64.2,23.6,Healthy
32.1,73,27.1,60,52.9,13.7,Diseased
28.8,81.8,34.2,16.8,13.3,24.1,Diseased
22.6,75.3,36.2,96.6,76.1,22.5,Healthy
30,48.1,58.5,82.2,78,49.4,Healthy
29.6,75.2,65.1,75.6,75.8,10.8,Diseased
20.9,62.7,47.8,62.6,57.4,17.4,Healthy
33.7,62.6,63.8,14.1,31,35.5,Diseased
23.4,83.9,46.9,36.2,64,5,Diseased
38.5,42.5,45.9,76,51,42.7,Healthy
39,48.6,60.2,51.4,55.4,9.5,Diseased
38.8,65.1,65.8,64.8,59.2,12,Diseased
35.9,57,21.2,45.7,50.3,7.8,Diseased
33.6,65.7,42.8,68.5,50.6,36.3,Healthy
34.8,55.1,45.7,42.4,56.3,43.2,Healthy
38.3,70.8,68.7,18.7,69.6,16.3,Diseased
29.8,81.8,22.8,65.9,66.7,28.3,Diseased
35.1,86.9,45.4,10.9,38.4,49.4,Diseased
20.1,42.4,21.5,56.8,77.8,49,Diseased
25.2,77.5,53,57.9,60.6,47.3,Healthy
23.1,67.6,23,45.3,36.5,39.7,Diseased
27.3,73.3,30.3,56.1,53.5,44,Healthy
30.5,71.6,43.7,44.3,23.3,34.6,Healthy
38.4,72.1,54.3,25,34.4,22.5,Diseased
26.5,44.4,44.1,53.3,27.1,35.4,Healthy
33.4,40.5,28.7,68.9,75.1,31,Diseased
21.5,47.9,28.3,40.5,48.6,17.2,Diseased
37,45.5,53.7,12.6,77.6,22.1,Diseased
23.5,80.7,45.7,30.1,24.7,38.2,Healthy
33.4,43.2,34.4,74,36.2,31.4,Healthy
21.4,70.3,38.9,59.1,25.4,23.3,Healthy
32.5,78.4,52.6,40.3,46.8,30.1,Healthy
32.4,52.1,65.9,97.5,55.3,38.8,Diseased
33.4,61,56.5,33.6,61.8,24.1,Healthy
27.9,41.1,66.4,61.7,32.7,23.1,Diseased
31.3,49.1,22.3,33,75.1,12.4,Diseased
38.4,49.2,57.3,35.3,69.4,16.8,Healthy
36.5,60.4,68.1,66.7,51.6,27.8,Diseased
23.4,68.5,62.4,24,26.6,8.6,Diseased
20.8,68.4,40,92.2,51.9,32.7,Healthy
28.1,40.9,22.3,21.7,42.9,28.5,Diseased
24.4,64.2,62.7,78.6,57.3,20.4,Diseased
20.5,81.5,24.2,88.4,71.4,25,Diseased
22.5,79.5,59.6,49.7,62.5,18.6,Healthy
26.7,89,21.4,49.4,16.7,39.9,Diseased
36.2,56.8,50.1,23.7,58.7,23.6,Diseased
25.7,51,34.6,65.8,72,42.9,Healthy
24.3,80.9,48.4,68,79.9,17.8,Healthy
36.3,82.5,28.5,91.7,38.2,24.8,Diseased
20.4,66.3,54.5,82.2,35.8,7.1,Diseased
28.1,43.1,67.5,37.9,21.4,42.6,Diseased
32.8,83.2,55,98.7,55,25.5,Healthy
33.8,44.6,59.6,29.1,32,10.3,Diseased
31.4,73.1,24.8,70.6,17.4,11.3,Diseased
31.3,58.5,66.1,90.4,66.5,30.5,Diseased
28.1,71.1,58.1,82.9,45.6,46.8,Healthy
31.9,61.8,63,57.8,16.8,16.8,Diseased
36.5,72.6,58.8,32.8,73.1,23.1,Healthy
32.4,74.1,48.8,33,10.4,18.1,Diseased
23.4,75.5,33.8,24.4,49.5,22.8,Diseased
20.3,40.9,51.3,56.2,55.7,19.6,Healthy
31.7,66.1,26.7,90.9,17,17.1,Diseased
37.7,85.4,45.8,98.5,29.4,48.6,Healthy
28.8,76.4,42.5,12,25.9,25.8,Diseased
31.2,56.8,38.6,74.2,15.9,43.7,Diseased
30,55.4,50.1,63.7,29.5,9.3,Diseased
28.7,86.2,35.9,70.1,43.2,19.9,Healthy
31.8,83.5,20.7,69.1,71.2,34.4,Diseased
23.4,53.7,63.3,50.9,61.9,5.6,Diseased
36.9,68,44.8,37.7,15,13.2,Diseased
38.8,81.6,32.9,60.2,78.9,24.9,Healthy
29.8,71,65.7,86.7,11,11.7,Diseased
37.8,73.9,44.2,35.6,50.9,6.9,Diseased
21.3,48.6,22,98.3,41.7,24,Diseased
34.3,63.6,25.5,18.3,46.3,42.5,Diseased
27.1,63.8,28.2,33.2,72.7,43.9,Diseased
22.1,77.2,54.9,15.2,37.6,34.2,Diseased
21.8,66.2,57.8,94.3,50.5,8.8,Diseased
30.4,54.8,40.7,19.7,56.8,40.9,Diseased
32.3,78.5,60,12,52.9,20.8,Diseased
29.9,78.4,20.9,63,12.7,14.4,Diseased
27.1,62,29.4,91.4,57.7,38.2,Diseased
22.8,42.8,24.6,14,29.2,30.9,Diseased
26.2,53.8,47,15.3,34.5,49.9,Diseased
26.4,72.4,39.5,19.1,27.9,20.6,Diseased
28,53.8,66.9,34.1,38.3,29.8,Diseased
29.5,53.2,21.4,47.4,21,17.5,Diseased
25.4,65.9,38.4,20.9,68.6,15.4,Diseased
39.4,69.4,24.1,10,31.5,39.7,Diseased
35,70.5,53.7,65.9,18.1,32.6,Diseased
31.8,88.4,51.6,61.7,46.3,15,Healthy
25.9,89.6,23.8,27.2,11.1,25.9,Diseased
33.2,77.2,69.1,43.1,72.2,39.3,Diseased
36,86.2,69.4,15.6,48.4,21.4,Diseased
24.9,63.4,46,92.4,27,42.8,Healthy
37.7,63,69.5,83.8,72.9,34.6,Diseased
25.7,49.2,55.7,90.1,11.8,34.4,Diseased
39.7,55.7,63.3,97.9,30.5,38.5,Diseased
38.1,75,60.4,99.2,49.6,49.5,Diseased
31,65.1,67.8,41.3,16.4,32.1,Diseased
24.5,52.7,51.8,88.9,41.2,21,Healthy
34.9,40.1,63.8,54.3,23,48.2,Diseased
28.1,87.4,43.8,59.2,56.1,46,Healthy
29.7,65.7,30.4,17.2,35.6,47.3,Diseased
38.8,68.8,26,41,13.1,11.4,Diseased
24.3,86.7,22.5,48.9,75.6,42.3,Diseased
35.8,87.1,29.8,36.6,69.2,9.9,Diseased
26.2,56.6,62.3,20.9,48.9,29.9,Diseased
21.6,49.5,39.2,84.8,67.1,16.1,Healthy
31.9,55.6,24.3,40.8,64.8,12.6,Diseased
34.2,69.6,29.3,73.4,70.6,39.8,Diseased
30.8,79.3,30.1,57.7,69.6,20,Healthy
22.3,50.9,50.6,61.1,47.7,18.7,Healthy
36.2,59.8,65,40.7,50.2,38.4,Diseased
20.2,89.5,59.6,63.7,47.6,44.9,Healthy
31,61.2,45.2,81.9,10.5,38.3,Diseased
30.8,71.1,62.3,30.3,20.9,34,Diseased
30.2,63.3,64.1,43.4,57.4,9,Diseased
23.7,66.9,55.1,86.9,51.9,11.4,Healthy
37.5,61.3,65.7,43.4,58.2,20.2,Diseased
37.8,67.9,57.5,18.5,76.6,6.4,Diseased
24.7,61.8,67.2,26,12.5,26.9,Diseased
39.3,46.8,54.3,73.4,47,25.3,Healthy
38.7,46.8,58.1,58.7,55.8,47,Healthy
33.6,71.6,66.7,63,19.3,22.2,Diseased
29.7,79.2,25.2,89,51.7,14.7,Diseased
26.1,80,59.2,50.1,47.7,13,Healthy
32.7,87.3,64,42,49.2,19.4,Diseased
37.3,66.1,49.1,60.1,59.6,26.4,Healthy
35.1,65.8,32.1,25.5,26.9,31.2,Diseased
25.5,62.9,27.1,80.9,36.1,40.6,Diseased
28.6,89.7,45.7,80.8,20.6,28.2,Healthy
28.9,70.4,69.4,97.3,67.7,27.3,Diseased
24.4,73.2,54,64.8,39.5,18.4,Healthy
32.3,66.9,55.6,59.8,75.5,9.5,Diseased
22.3,77.2,54,84.7,22.5,40.7,Healthy
24.5,78.4,50,45.5,75.8,45.2,Healthy
37.3,50.7,62.3,76.3,58.7,8,Diseased
